2323,OPEN,replace `pyyaml` config parsing with parser that respects YAML specs on duplicate keys,enhancement,2023-06-27T19:05:29Z
2322,OPEN,Add "micromamba" as an option for --conda-frontend,enhancement,2024-02-05T17:24:11Z
2321,OPEN,Snakemake incorrectly reports code as changed due to cpython and bytecode changes between python 3.9 and 3.11,bug,2023-06-26T22:53:29Z
2320,OPEN,Slurm account names with spaces in result in "The given account {account} appears to be invalid",bug,2024-05-06T08:11:53Z
2319,CLOSED,Some Singularity versions cannot be parsed in v7.29.0,bug,2023-06-30T13:51:05Z
2317,CLOSED,Slurm resource allocation and usage,enhancement,2024-05-03T12:39:55Z
2316,OPEN,Bad scope management in modules in the python "rules.my_rule.output" when used in run sections or input functions,bug,2023-06-22T06:43:48Z
2315,OPEN,Shadow TMPDIR,enhancement,2023-06-22T02:07:20Z
2314,OPEN,MOSEK error caused by MOSEK installed in another environment,bug,2023-06-22T01:44:43Z
2308,OPEN,MissingOutputException in rule metabat in file /Snakefile_test, line 24:,bug,2023-06-20T06:19:43Z
2307,CLOSED,params do not parse wildcards when the string is the result of a function.,bug,2023-06-20T06:12:37Z
2304,CLOSED,snakemake python 3.12 support,bug,2024-03-08T23:39:14Z
2302,OPEN,conda and script directive examples in the docs show paths that are inconsistent with the recommended directory structure,bug,2023-06-15T21:49:11Z
2296,OPEN,Snakemake `notebook` error with Jupyter notebooks created in VSCode,bug,2023-06-13T07:00:19Z
2292,CLOSED,Question: How can I ensure "Nothing to be done" on a fresh clone of the repo without needing to issue "snakemake --forceall --touch",enhancement,2023-06-10T21:00:32Z
2290,CLOSED,Specification of default_resources in a profile cannot contain = signs,bug,2023-08-03T07:19:06Z
2288,CLOSED,Error trying to use conda env by name if Snakemake is not installed in base,bug,2023-07-25T09:03:32Z
